Memory Length,4000,
Trigger Level,7.40000e+02,
Source,CH2,
Probe,1.0X,
Vertical Units,V,
Vertical Scale,5.00000e-02,
Vertical Position,-6.80000e-02,
Horizontal Units,S,
Horizontal Scale,5.00000e-04,
Horizontal Position,0.0000000e+00,
Horizontal Mode,Main,
Sampling Period,2.00000e-06,
Firmware,V1.14,
Time, ,
Mode,Detail,
Waveform Data,
-4.000000e-3,-4.00e-3,
-3.998000e-3,-4.00e-3,
-3.996000e-3,-4.00e-3,
-3.994000e-3,-4.00e-3,
-3.992000e-3,-4.00e-3,
-3.990000e-3,-4.00e-3,
-3.988000e-3,-4.00e-3,
-3.986000e-3,-6.00e-3,
-3.984000e-3,-6.00e-3,
-3.982000e-3,-6.00e-3,
-3.980000e-3,-6.00e-3,
-3.978000e-3,-6.00e-3,
-3.976000e-3,-6.00e-3,
-3.974000e-3,-4.00e-3,
-3.972000e-3,-4.00e-3,
-3.970000e-3,-4.00e-3,
-3.968000e-3,-4.00e-3,
-3.966000e-3,-4.00e-3,
-3.964000e-3,-4.00e-3,
-3.962000e-3,-4.00e-3,
-3.960000e-3,-4.00e-3,
-3.958000e-3,-4.00e-3,
-3.956000e-3,-4.00e-3,
-3.954000e-3,-6.00e-3,
-3.952000e-3,-6.00e-3,
-3.950000e-3,-4.00e-3,
-3.948000e-3,-4.00e-3,
-3.946000e-3,-6.00e-3,
-3.944000e-3,-6.00e-3,
-3.942000e-3,-4.00e-3,
-3.940000e-3,-4.00e-3,
-3.938000e-3,-6.00e-3,
-3.936000e-3,-6.00e-3,
-3.934000e-3,-6.00e-3,
-3.932000e-3,-6.00e-3,
-3.930000e-3,-6.00e-3,
-3.928000e-3,-6.00e-3,
-3.926000e-3,-4.00e-3,
-3.924000e-3,-4.00e-3,
-3.922000e-3,-6.00e-3,
-3.920000e-3,-6.00e-3,
-3.918000e-3,-6.00e-3,
-3.916000e-3,-6.00e-3,
-3.914000e-3,-6.00e-3,
-3.912000e-3,-6.00e-3,
-3.910000e-3,-6.00e-3,
-3.908000e-3,-6.00e-3,
-3.906000e-3,-4.00e-3,
-3.904000e-3,-4.00e-3,
-3.902000e-3,-4.00e-3,
-3.900000e-3,-4.00e-3,
-3.898000e-3,-6.00e-3,
-3.896000e-3,-6.00e-3,
-3.894000e-3,-4.00e-3,
-3.892000e-3,-4.00e-3,
-3.890000e-3,-4.00e-3,
-3.888000e-3,-4.00e-3,
-3.886000e-3,-6.00e-3,
-3.884000e-3,-6.00e-3,
-3.882000e-3,-4.00e-3,
-3.880000e-3,-4.00e-3,
-3.878000e-3,-6.00e-3,
-3.876000e-3,-6.00e-3,
-3.874000e-3,-4.00e-3,
