-3.94E-03,-1.80E-02,,,Memory Length,4000
-3.94E-03,-1.80E-02,,,Trigger Level,7.40E+02
-3.94E-03,-1.80E-02,,,Source,CH2
-3.93E-03,-1.80E-02,,,Probe,1.0X
-3.93E-03,-1.80E-02,,,Vertical Units,V
-3.93E-03,-1.80E-02,,,Vertical Scale,5.00E-02
-3.93E-03,-1.80E-02,,,Vertical Position,4.00E-03
-3.93E-03,-1.80E-02,,,Horizontal Units,S
-3.92E-03,-1.80E-02,,,Horizontal Scale,5.00E-04
-3.92E-03,-1.80E-02,,,Horizontal Position,6.00E-05
-3.92E-03,-1.80E-02,,,Horizontal Mode,Main
-3.92E-03,-2.00E-02,,,Sampling Period,2.00E-06
-3.92E-03,-2.00E-02,,,Firmware,V1.14
-3.91E-03,-2.00E-02,,,Time, 
-3.91E-03,-2.00E-02,,,Mode,Detail
-3.91E-03,-1.80E-02,,,Waveform Data,
-3.91E-03,-1.80E-02,,,,
-3.91E-03,-2.00E-02,,,,
-3.90E-03,-2.00E-02,,,,
-3.90E-03,-1.80E-02,,,,
-3.90E-03,-1.80E-02,,,,
-3.90E-03,-1.80E-02,,,,
-3.90E-03,-1.80E-02,,,,
-3.89E-03,-2.00E-02,,,,
-3.89E-03,-2.00E-02,,,,
-3.89E-03,-2.00E-02,,,,
-3.89E-03,-2.00E-02,,,,
-3.89E-03,-2.00E-02,,,,
-3.88E-03,-2.00E-02,,,,
-3.88E-03,-2.00E-02,,,,
-3.88E-03,-2.00E-02,,,,
-3.88E-03,-2.00E-02,,,,
-3.88E-03,-2.00E-02,,,,
-3.87E-03,-2.00E-02,,,,
-3.87E-03,-2.00E-02,,,,
-3.87E-03,-2.00E-02,,,,
-3.87E-03,-2.00E-02,,,,
-3.87E-03,-2.00E-02,,,,
-3.86E-03,-2.00E-02,,,,
-3.86E-03,-2.20E-02,,,,
-3.86E-03,-2.20E-02,,,,
-3.86E-03,-2.00E-02,,,,
-3.86E-03,-2.00E-02,,,,
-3.85E-03,-2.20E-02,,,,
-3.85E-03,-2.20E-02,,,,
-3.85E-03,-2.00E-02,,,,
-3.85E-03,-2.00E-02,,,,
-3.85E-03,-2.00E-02,,,,
-3.84E-03,-2.00E-02,,,,
-3.84E-03,-2.00E-02,,,,
-3.84E-03,-2.00E-02,,,,
-3.84E-03,-2.20E-02,,,,
-3.84E-03,-2.20E-02,,,,
-3.83E-03,-2.00E-02,,,,
-3.83E-03,-2.00E-02,,,,
-3.83E-03,-2.20E-02,,,,
-3.83E-03,-2.20E-02,,,,
-3.83E-03,-2.00E-02,,,,
-3.82E-03,-2.00E-02,,,,
-3.82E-03,-2.40E-02,,,,
-3.82E-03,-2.40E-02,,,,
-3.82E-03,-2.40E-02,,,,
-3.82E-03,-2.40E-02,,,,
-3.81E-03,-2.20E-02,,,,
-3.81E-03,-2.20E-02,,,,
-3.81E-03,-2.40E-02,,,,
-3.81E-03,-2.40E-02,,,,
-3.81E-03,-2.20E-02,,,,
-3.80E-03,-2.20E-02,,,,
-3.80E-03,-2.40E-02,,,,
-3.80E-03,-2.40E-02,,,,
-3.80E-03,-2.40E-02,,,,
-3.80E-03,-2.40E-02,,,,
-3.79E-03,-2.40E-02,,,,
-3.79E-03,-2.40E-02,,,,
-3.79E-03,-2.20E-02,,,,
-3.79E-03,-2.20E-02,,,,
-3.79E-03,-2.40E-02,,,,
-3.78E-03,-2.40E-02,,,,
-3.78E-03,-2.40E-02,,,,
-3.78E-03,-2.40E-02,,,,
-3.78E-03,-2.60E-02,,,,
-3.78E-03,-2.60E-02,,,,
-3.77E-03,-2.60E-02,,,,
-3.77E-03,-2.60E-02,,,,
-3.77E-03,-2.40E-02,,,,
-3.77E-03,-2.40E-02,,,,
-3.77E-03,-2.40E-02,,,,
-3.76E-03,-2.40E-02,,,,
-3.76E-03,-2.40E-02,,,,
-3.76E-03,-2.40E-02,,,,
-3.76E-03,-2.40E-02,,,,
-3.76E-03,-2.40E-02,,,,
-3.75E-03,-2.40E-02,,,,
-3.75E-03,-2.40E-02,,,,
-3.75E-03,-2.60E-02,,,,
-3.75E-03,-2.60E-02,,,,
-3.75E-03,-2.40E-02,,,,
-3.74E-03,-2.40E-02,,,,
-3.74E-03,-2.60E-02,,,,
-3.74E-03,-2.60E-02,,,,
-3.74E-03,-2.60E-02,,,,
-3.74E-03,-2.60E-02,,,,
-3.73E-03,-2.60E-02,,,,
-3.73E-03,-2.60E-02,,,,
-3.73E-03,-2.60E-02,,,,
-3.73E-03,-2.60E-02,,,,
-3.73E-03,-2.40E-02,,,,
-3.72E-03,-2.40E-02,,,,
